,Entity,Code,Year,yaws,polio,guinea worm,rabies,malaria,hiv/aids,tuberculosis,smallpox,cholera,date
10316,World,OWID_WRL,1920,,,,,,,,401318.0,,1920-01-01
10317,World,OWID_WRL,1921,,,,,,,,303850.0,,1921-01-01
10318,World,OWID_WRL,1922,,,,,,,,190159.0,,1922-01-01
10319,World,OWID_WRL,1923,,,,,,,,174799.0,,1923-01-01
10320,World,OWID_WRL,1924,,,,,,,,186354.0,,1924-01-01
10321,World,OWID_WRL,1925,,,,,,,,284845.0,,1925-01-01
10322,World,OWID_WRL,1926,,,,,,,,324125.0,,1926-01-01
10323,World,OWID_WRL,1927,,,,,,,,327289.0,,1927-01-01
10324,World,OWID_WRL,1928,,,,,,,,272529.0,,1928-01-01
10325,World,OWID_WRL,1929,,,,,,,,267322.0,,1929-01-01
10326,World,OWID_WRL,1930,,,,,,,,360575.0,,1930-01-01
10327,World,OWID_WRL,1931,,,,,,,,182829.0,,1931-01-01
10328,World,OWID_WRL,1932,,,,,,,,211274.0,,1932-01-01
10329,World,OWID_WRL,1933,,,,,,,,328212.0,,1933-01-01
10330,World,OWID_WRL,1934,,,,,,,,327373.0,,1934-01-01
10331,World,OWID_WRL,1935,,,,,,,,331151.0,,1935-01-01
10332,World,OWID_WRL,1936,,,,,,,,263579.0,,1936-01-01
10333,World,OWID_WRL,1937,,,,,,,,149184.0,,1937-01-01
10334,World,OWID_WRL,1938,,,,,,,,144042.0,,1938-01-01
10335,World,OWID_WRL,1939,,,,,,,,186393.0,,1939-01-01
10336,World,OWID_WRL,1940,,,,,,,,235820.0,,1940-01-01
10337,World,OWID_WRL,1941,,,,,,,,195863.0,,1941-01-01
10338,World,OWID_WRL,1942,,,,,,,,124504.0,,1942-01-01
10339,World,OWID_WRL,1943,,,,,,,,210358.0,,1943-01-01
10340,World,OWID_WRL,1944,,,,,,,,407525.0,,1944-01-01
10341,World,OWID_WRL,1945,,,,,,,,405833.0,,1945-01-01
10342,World,OWID_WRL,1946,,,,,,,,302694.0,,1946-01-01
10343,World,OWID_WRL,1947,,,,,,,,163375.0,,1947-01-01
10344,World,OWID_WRL,1948,,,,,,,,161893.0,,1948-01-01
514,Asia,,1949,,,,,,,,,17.0,1949-01-01
1911,China,CHN,1949,,,,,,,,,1.0,1949-01-01
9318,Thailand,THA,1949,,,,,,,,,16.0,1949-01-01
10345,World,OWID_WRL,1949,,,,,,,,632858.0,17.0,1949-01-01
515,Asia,,1950,,,,,,,,,34665.0,1950-01-01
854,Bangladesh,BGD,1950,,,,,,,,,29809.0,1950-01-01
1580,Cambodia,KHM,1950,,,,,,,,,10.0,1950-01-01
4205,India,IND,1950,,,,,,,,,625.0,1950-01-01
6252,Myanmar,MMR,1950,,,,,,,,,4212.0,1950-01-01
10151,Vietnam,VNM,1950,,,,,,,,,9.0,1950-01-01
10346,World,OWID_WRL,1950,,,,,,,,426006.0,34665.0,1950-01-01
516,Asia,,1951,,,,,,,,,114518.0,1951-01-01
855,Bangladesh,BGD,1951,,,,,,,,,20894.0,1951-01-01
1581,Cambodia,KHM,1951,,,,,,,,,57.0,1951-01-01
4206,India,IND,1951,,,,,,,,,86787.0,1951-01-01
6253,Myanmar,MMR,1951,,,,,,,,,6753.0,1951-01-01
9319,Thailand,THA,1951,,,,,,,,,1.0,1951-01-01
10152,Vietnam,VNM,1951,,,,,,,,,26.0,1951-01-01
10347,World,OWID_WRL,1951,,,,,,,,554756.0,114518.0,1951-01-01
517,Asia,,1952,,,,,,,,,123025.0,1952-01-01
856,Bangladesh,BGD,1952,,,,,,,,,21154.0,1952-01-01
1582,Cambodia,KHM,1952,,,,,,,,,24.0,1952-01-01
4207,India,IND,1952,,,,,,,,,101493.0,1952-01-01
6254,Myanmar,MMR,1952,,,,,,,,,347.0,1952-01-01
10153,Vietnam,VNM,1952,,,,,,,,,7.0,1952-01-01
10348,World,OWID_WRL,1952,,,,,,,,167085.0,123025.0,1952-01-01
518,Asia,,1953,,,,,,,,,240927.0,1953-01-01
857,Bangladesh,BGD,1953,,,,,,,,,27631.0,1953-01-01
1583,Cambodia,KHM,1953,,,,,,,,,11.0,1953-01-01
4208,India,IND,1953,,,,,,,,,213225.0,1953-01-01
4952,Laos,LAO,1953,,,,,,,,,31.0,1953-01-01
6255,Myanmar,MMR,1953,,,,,,,,,22.0,1953-01-01
8354,Singapore,SGP,1953,,,,,,,,,0.0,1953-01-01
10154,Vietnam,VNM,1953,,,,,,,,,7.0,1953-01-01
10349,World,OWID_WRL,1953,,,,,,,,94135.0,240927.0,1953-01-01
519,Asia,,1954,,,,,,,,,37804.0,1954-01-01
858,Bangladesh,BGD,1954,,,,,,,,,15617.0,1954-01-01
1584,Cambodia,KHM,1954,,,,,,,,,2.0,1954-01-01
4209,India,IND,1954,,,,,,,,,22146.0,1954-01-01
5512,Malaysia,MYS,1954,,,,,,,,,1.0,1954-01-01
6256,Myanmar,MMR,1954,,,,,,,,,35.0,1954-01-01
10155,Vietnam,VNM,1954,,,,,,,,,3.0,1954-01-01
10350,World,OWID_WRL,1954,,,,,,,,99232.0,37804.0,1954-01-01
520,Asia,,1955,,,,,,,,,40218.0,1955-01-01
859,Bangladesh,BGD,1955,,,,,,,,,16642.0,1955-01-01
1396,Brunei,BRN,1955,,,,,,,,,1.0,1955-01-01
4210,India,IND,1955,,,,,,,,,23533.0,1955-01-01
6257,Myanmar,MMR,1955,,,,,,,,,42.0,1955-01-01
10351,World,OWID_WRL,1955,,,,,,,,91823.0,40218.0,1955-01-01
521,Asia,,1956,,,,,,,,,63542.0,1956-01-01
860,Bangladesh,BGD,1956,,,,,,,,,23699.0,1956-01-01
1585,Cambodia,KHM,1956,,,,,,,,,1.0,1956-01-01
4211,India,IND,1956,,,,,,,,,39829.0,1956-01-01
6258,Myanmar,MMR,1956,,,,,,,,,13.0,1956-01-01
10352,World,OWID_WRL,1956,,,,,,,,96089.0,63542.0,1956-01-01
522,Asia,,1957,,,,,,,,,63031.0,1957-01-01
861,Bangladesh,BGD,1957,,,,,,,,,8054.0,1957-01-01
1586,Cambodia,KHM,1957,,,,,,,,,6.0,1957-01-01
4212,India,IND,1957,,,,,,,,,54961.0,1957-01-01
6259,Myanmar,MMR,1957,,,,,,,,,10.0,1957-01-01
10353,World,OWID_WRL,1957,,,,,,,,156652.0,63031.0,1957-01-01
523,Asia,,1958,,,,,,,,,95763.0,1958-01-01
862,Bangladesh,BGD,1958,,,,,,,,,15631.0,1958-01-01
1587,Cambodia,KHM,1958,,,,,,,,,3.0,1958-01-01
4213,India,IND,1958,,,,,,,,,66849.0,1958-01-01
6260,Myanmar,MMR,1958,,,,,,,,,7.0,1958-01-01
6412,Nepal,NPL,1958,,,,,,,,,2706.0,1958-01-01
7115,Pakistan,PAK,1958,,,,,,,,,366.0,1958-01-01
9320,Thailand,THA,1958,,,,,,,,,10201.0,1958-01-01
10354,World,OWID_WRL,1958,,,,,,,,280475.0,95763.0,1958-01-01
524,Asia,,1959,,,,,,,,,36138.0,1959-01-01
863,Bangladesh,BGD,1959,,,,,,,,,16915.0,1959-01-01
4214,India,IND,1959,,,,,,,,,14852.0,1959-01-01
6261,Myanmar,MMR,1959,,,,,,,,,3.0,1959-01-01
9321,Thailand,THA,1959,,,,,,,,,4368.0,1959-01-01
10355,World,OWID_WRL,1959,,,,,,,,96270.0,36138.0,1959-01-01
43,Afghanistan,AFG,1960,,,,,,,,,887.0,1960-01-01
525,Asia,,1960,,,,,,,,,38130.0,1960-01-01
864,Bangladesh,BGD,1960,,,,,,,,,15618.0,1960-01-01
4215,India,IND,1960,,,,,,,,,14621.0,1960-01-01
4278,Indonesia,IDN,1960,,,,,,,,,41.0,1960-01-01
6262,Myanmar,MMR,1960,,,,,,,,,259.0,1960-01-01
7116,Pakistan,PAK,1960,,,,,,,,,6704.0,1960-01-01
10356,World,OWID_WRL,1960,,,,,,,,67146.0,38130.0,1960-01-01
526,Asia,,1961,,,,,,,,,61966.0,1961-01-01
865,Bangladesh,BGD,1961,,,,,,,,,2663.0,1961-01-01
4216,India,IND,1961,,,,,,,,,47637.0,1961-01-01
4279,Indonesia,IDN,1961,,,,,,,,,1742.0,1961-01-01
6263,Myanmar,MMR,1961,,,,,,,,,1.0,1961-01-01
7414,Philippines,PHL,1961,,,,,,,,,9923.0,1961-01-01
10357,World,OWID_WRL,1961,,,,,,,,90555.0,61966.0,1961-01-01
527,Asia,,1962,,,,,,,,,67434.0,1962-01-01
866,Bangladesh,BGD,1962,,,,,,,,,2524.0,1962-01-01
1912,China,CHN,1962,,,,,,,,,384.0,1962-01-01
4217,India,IND,1962,,,,,,,,,51082.0,1962-01-01
4280,Indonesia,IDN,1962,,,,,,,,,428.0,1962-01-01
6264,Myanmar,MMR,1962,,,,,,,,,1.0,1962-01-01
6987,Oceania,,1962,,,,,,,,,1293.0,1962-01-01
7284,Papua New Guinea,PNG,1962,,,,,,,,,1293.0,1962-01-01
7415,Philippines,PHL,1962,,,,,,,,,13015.0,1962-01-01
10358,World,OWID_WRL,1962,,,,,,,,98757.0,68727.0,1962-01-01
528,Asia,,1963,,,,,,,,,59437.0,1963-01-01
867,Bangladesh,BGD,1963,,,,,,,,,3975.0,1963-01-01
1588,Cambodia,KHM,1963,,,,,,,,,52.0,1963-01-01
1913,China,CHN,1963,,,,,,,,,1.0,1963-01-01
4218,India,IND,1963,,,,,,,,,44839.0,1963-01-01
4281,Indonesia,IDN,1963,,,,,,,,,535.0,1963-01-01
4622,Japan,JPN,1963,,,,,,,,,16.0,1963-01-01
5513,Malaysia,MYS,1963,,,,,,,,,349.0,1963-01-01
6265,Myanmar,MMR,1963,,,,,,,,,3019.0,1963-01-01
7416,Philippines,PHL,1963,,,,,,,,,3979.0,1963-01-01
8355,Singapore,SGP,1963,,,,,,,,,27.0,1963-01-01
8678,South Korea,KOR,1963,,,,,,,,,415.0,1963-01-01
9322,Thailand,THA,1963,,,,,,,,,2230.0,1963-01-01
10359,World,OWID_WRL,1963,,,,,,,,133504.0,59437.0,1963-01-01
529,Asia,,1964,,,,,,,,,95938.0,1964-01-01
868,Bangladesh,BGD,1964,,,,,,,,,3333.0,1964-01-01
1589,Cambodia,KHM,1964,,,,,,,,,187.0,1964-01-01
4219,India,IND,1964,,,,,,,,,53011.0,1964-01-01
4282,Indonesia,IDN,1964,,,,,,,,,326.0,1964-01-01
4623,Japan,JPN,1964,,,,,,,,,2.0,1964-01-01
5514,Malaysia,MYS,1964,,,,,,,,,512.0,1964-01-01
6266,Myanmar,MMR,1964,,,,,,,,,922.0,1964-01-01
7417,Philippines,PHL,1964,,,,,,,,,16464.0,1964-01-01
8356,Singapore,SGP,1964,,,,,,,,,24.0,1964-01-01
8679,South Korea,KOR,1964,,,,,,,,,11.0,1964-01-01
9323,Thailand,THA,1964,,,,,,,,,960.0,1964-01-01
10156,Vietnam,VNM,1964,,,,,,,,,20186.0,1964-01-01
10360,World,OWID_WRL,1964,,,,,,,,76198.0,95938.0,1964-01-01
44,Afghanistan,AFG,1965,,,,,,,,,218.0,1965-01-01
530,Asia,,1965,,,,,,,,,56609.0,1965-01-01
806,Bahrain,BHR,1965,,,,,,,,,1.0,1965-01-01
869,Bangladesh,BGD,1965,,,,,,,,,1123.0,1965-01-01
1397,Brunei,BRN,1965,,,,,,,,,198.0,1965-01-01
4220,India,IND,1965,,,,,,,,,42677.0,1965-01-01
4340,Iran,IRN,1965,,,,,,,,,5037.0,1965-01-01
5515,Malaysia,MYS,1965,,,,,,,,,16.0,1965-01-01
6267,Myanmar,MMR,1965,,,,,,,,,207.0,1965-01-01
6413,Nepal,NPL,1965,,,,,,,,,727.0,1965-01-01
7117,Pakistan,PAK,1965,,,,,,,,,21.0,1965-01-01
7418,Philippines,PHL,1965,,,,,,,,,4581.0,1965-01-01
9324,Thailand,THA,1965,,,,,,,,,65.0,1965-01-01
10157,Vietnam,VNM,1965,,,,,,,,,1738.0,1965-01-01
10361,World,OWID_WRL,1965,,,,,,,,112280.0,56609.0,1965-01-01
531,Asia,,1966,,,,,,,,,31146.0,1966-01-01
870,Bangladesh,BGD,1966,,,,,,,,,3154.0,1966-01-01
1590,Cambodia,KHM,1966,,,,,,,,,62.0,1966-01-01
4221,India,IND,1966,,,,,,,,,13052.0,1966-01-01
4283,Indonesia,IDN,1966,,,,,,,,,204.0,1966-01-01
4341,Iran,IRN,1966,,,,,,,,,162.0,1966-01-01
4397,Iraq,IRQ,1966,,,,,,,,,227.0,1966-01-01
5516,Malaysia,MYS,1966,,,,,,,,,5.0,1966-01-01
6268,Myanmar,MMR,1966,,,,,,,,,263.0,1966-01-01
6414,Nepal,NPL,1966,,,,,,,,,2.0,1966-01-01
7419,Philippines,PHL,1966,,,,,,,,,5261.0,1966-01-01
9325,Thailand,THA,1966,,,,,,,,,401.0,1966-01-01
10158,Vietnam,VNM,1966,,,,,,,,,8353.0,1966-01-01
10362,World,OWID_WRL,1966,,,,,,,,92804.0,31146.0,1966-01-01
532,Asia,,1967,,,,,,,,,24748.0,1967-01-01
871,Bangladesh,BGD,1967,,,,,,,,,664.0,1967-01-01
1591,Cambodia,KHM,1967,,,,,,,,,4.0,1967-01-01
1914,China,CHN,1967,,,,,,,,,1.0,1967-01-01
4222,India,IND,1967,,,,,,,,,13708.0,1967-01-01
4284,Indonesia,IDN,1967,,,,,,,,,700.0,1967-01-01
4342,Iran,IRN,1967,,,,,,,,,221.0,1967-01-01
6269,Myanmar,MMR,1967,,,,,,,,,9.0,1967-01-01
7420,Philippines,PHL,1967,,,,,,,,,1629.0,1967-01-01
9326,Thailand,THA,1967,,,,,,,,,148.0,1967-01-01
10159,Vietnam,VNM,1967,,,,,,,,,7664.0,1967-01-01
10363,World,OWID_WRL,1967,,,,,,,,131697.0,24748.0,1967-01-01
533,Asia,,1968,,,,,,,,,34164.0,1968-01-01
872,Bangladesh,BGD,1968,,,,,,,,,3156.0,1968-01-01
1592,Cambodia,KHM,1968,,,,,,,,,8.0,1968-01-01
4223,India,IND,1968,,,,,,,,,22587.0,1968-01-01
4285,Indonesia,IDN,1968,,,,,,,,,135.0,1968-01-01
5517,Malaysia,MYS,1968,,,,,,,,,15.0,1968-01-01
6270,Myanmar,MMR,1968,,,,,,,,,3.0,1968-01-01
6415,Nepal,NPL,1968,,,,,,,,,34.0,1968-01-01
7118,Pakistan,PAK,1968,,,,,,,,,3932.0,1968-01-01
7421,Philippines,PHL,1968,,,,,,,,,2787.0,1968-01-01
8357,Singapore,SGP,1968,,,,,,,,,6.0,1968-01-01
9327,Thailand,THA,1968,,,,,,,,,404.0,1968-01-01
10160,Vietnam,VNM,1968,,,,,,,,,1097.0,1968-01-01
10364,World,OWID_WRL,1968,,,,,,,,80024.0,34164.0,1968-01-01
534,Asia,,1969,,,,,,,,,36173.0,1969-01-01
873,Bangladesh,BGD,1969,,,,,,,,,7411.0,1969-01-01
4224,India,IND,1969,,,,,,,,,19280.0,1969-01-01
4286,Indonesia,IDN,1969,,,,,,,,,627.0,1969-01-01
4343,Iran,IRN,1969,,,,,,,,,557.0,1969-01-01
4624,Japan,JPN,1969,,,,,,,,,8.0,1969-01-01
4953,Laos,LAO,1969,,,,,,,,,448.0,1969-01-01
5518,Malaysia,MYS,1969,,,,,,,,,70.0,1969-01-01
6271,Myanmar,MMR,1969,,,,,,,,,205.0,1969-01-01
6416,Nepal,NPL,1969,,,,,,,,,226.0,1969-01-01
6988,Oceania,,1969,,,,,,,,,0.0,1969-01-01
7119,Pakistan,PAK,1969,,,,,,,,,717.0,1969-01-01
7422,Philippines,PHL,1969,,,,,,,,,1541.0,1969-01-01
8358,Singapore,SGP,1969,,,,,,,,,11.0,1969-01-01
8680,South Korea,KOR,1969,,,,,,,,,1538.0,1969-01-01
9328,Thailand,THA,1969,,,,,,,,,961.0,1969-01-01
10161,Vietnam,VNM,1969,,,,,,,,,2573.0,1969-01-01
10365,World,OWID_WRL,1969,,,,,,,,54202.0,36173.0,1969-01-01
86,Africa,,1970,,,,,,,,,11086.0,1970-01-01
535,Asia,,1970,,,,,,,,,52182.0,1970-01-01
874,Bangladesh,BGD,1970,,,,,,,,,7419.0,1970-01-01
1099,Benin,BEN,1970,,,,,,,,,175.0,1970-01-01
1398,Brunei,BRN,1970,,,,,,,,,24.0,1970-01-01
1485,Burkina Faso,BFA,1970,,,,,,,,,1.0,1970-01-01
2178,Cote d'Ivoire,CIV,1970,,,,,,,,,868.0,1970-01-01
2353,Czechia,CZE,1970,,,,,,,,,4.0,1970-01-01
2485,Djibouti,DJI,1970,,,,,,,,,6.0,1970-01-01
3096,Ethiopia,ETH,1970,,,,,,,,,850.0,1970-01-01
3139,Europe,,1970,,,,,,,,,726.0,1970-01-01
3338,France,FRA,1970,,,,,,,,,1.0,1970-01-01
3598,Ghana,GHA,1970,,,,,,,,,2733.0,1970-01-01
3853,Guinea,GIN,1970,,,,,,,,,2000.0,1970-01-01
4225,India,IND,1970,,,,,,,,,15067.0,1970-01-01
4287,Indonesia,IDN,1970,,,,,,,,,5997.0,1970-01-01
4344,Iran,IRN,1970,,,,,,,,,19663.0,1970-01-01
4486,Israel,ISR,1970,,,,,,,,,185.0,1970-01-01
4625,Japan,JPN,1970,,,,,,,,,5.0,1970-01-01
4674,Jordan,JOR,1970,,,,,,,,,3.0,1970-01-01
4860,Kuwait,KWT,1970,,,,,,,,,4.0,1970-01-01
5070,Lebanon,LBN,1970,,,,,,,,,54.0,1970-01-01
5158,Liberia,LBR,1970,,,,,,,,,168.0,1970-01-01
5211,Libya,LBY,1970,,,,,,,,,1151.0,1970-01-01
5519,Malaysia,MYS,1970,,,,,,,,,106.0,1970-01-01
5616,Mali,MLI,1970,,,,,,,,,2665.0,1970-01-01
6272,Myanmar,MMR,1970,,,,,,,,,911.0,1970-01-01
6417,Nepal,NPL,1970,,,,,,,,,391.0,1970-01-01
6604,Niger,NER,1970,,,,,,,,,16.0,1970-01-01
6652,Nigeria,NGA,1970,,,,,,,,,15.0,1970-01-01
7120,Pakistan,PAK,1970,,,,,,,,,2.0,1970-01-01
7423,Philippines,PHL,1970,,,,,,,,,1095.0,1970-01-01
7725,Russia,RUS,1970,,,,,,,,,720.0,1970-01-01
8088,Saudi Arabia,SAU,1970,,,,,,,,,266.0,1970-01-01
8308,Sierra Leone,SLE,1970,,,,,,,,,293.0,1970-01-01
8538,Somalia,SOM,1970,,,,,,,,,43.0,1970-01-01
8681,South Korea,KOR,1970,,,,,,,,,475.0,1970-01-01
9147,Syria,SYR,1970,,,,,,,,,49.0,1970-01-01
9379,Togo,TGO,1970,,,,,,,,,75.0,1970-01-01
9544,Tunisia,TUN,1970,,,,,,,,,27.0,1970-01-01
9590,Turkey,TUR,1970,,,,,,,,,384.0,1970-01-01
9855,United Kingdom,GBR,1970,,,,,,,,,1.0,1970-01-01
10162,Vietnam,VNM,1970,,,,,,,,,82.0,1970-01-01
10366,World,OWID_WRL,1970,,,,,,,,33706.0,63994.0,1970-01-01
87,Africa,,1971,,,,,,,,,72654.0,1971-01-01
213,Algeria,DZA,1971,,,,,,,,,1332.0,1971-01-01
379,Angola,AGO,1971,,,,,,,,,1.0,1971-01-01
536,Asia,,1971,,,,,,,,,103307.0,1971-01-01
875,Bangladesh,BGD,1971,,,,,,,,,2342.0,1971-01-01
1100,Benin,BEN,1971,,,,,,,,,2133.0,1971-01-01
1486,Burkina Faso,BFA,1971,,,,,,,,,1761.0,1971-01-01
1639,Cameroon,CMR,1971,,,,,,,,,2167.0,1971-01-01
1822,Chad,TCD,1971,,,,,,,,,8230.0,1971-01-01
2179,Cote d'Ivoire,CIV,1971,,,,,,,,,668.0,1971-01-01
2486,Djibouti,DJI,1971,,,,,,,,,440.0,1971-01-01
3097,Ethiopia,ETH,1971,,,,,,,,,2187.0,1971-01-01
3140,Europe,,1971,,,,,,,,,97.0,1971-01-01
3339,France,FRA,1971,,,,,,,,,3.0,1971-01-01
3548,Germany,DEU,1971,,,,,,,,,1.0,1971-01-01
3599,Ghana,GHA,1971,,,,,,,,,13048.0,1971-01-01
4226,India,IND,1971,,,,,,,,,71386.0,1971-01-01
4288,Indonesia,IDN,1971,,,,,,,,,23555.0,1971-01-01
4345,Iran,IRN,1971,,,,,,,,,344.0,1971-01-01
4487,Israel,ISR,1971,,,,,,,,,1.0,1971-01-01
4764,Kenya,KEN,1971,,,,,,,,,239.0,1971-01-01
5159,Liberia,LBR,1971,,,,,,,,,606.0,1971-01-01
5421,Madagascar,MDG,1971,,,,,,,,,2.0,1971-01-01
5520,Malaysia,MYS,1971,,,,,,,,,53.0,1971-01-01
5617,Mali,MLI,1971,,,,,,,,,4792.0,1971-01-01
5750,Mauritania,MRT,1971,,,,,,,,,1139.0,1971-01-01
6157,Morocco,MAR,1971,,,,,,,,,56.0,1971-01-01
6273,Myanmar,MMR,1971,,,,,,,,,378.0,1971-01-01
6418,Nepal,NPL,1971,,,,,,,,,4.0,1971-01-01
6605,Niger,NER,1971,,,,,,,,,9265.0,1971-01-01
6653,Nigeria,NGA,1971,,,,,,,,,22931.0,1971-01-01
7071,Oman,OMN,1971,,,,,,,,,9.0,1971-01-01
7121,Pakistan,PAK,1971,,,,,,,,,1185.0,1971-01-01
7424,Philippines,PHL,1971,,,,,,,,,3585.0,1971-01-01
7519,Portugal,PRT,1971,,,,,,,,,64.0,1971-01-01
8168,Senegal,SEN,1971,,,,,,,,,265.0,1971-01-01
8309,Sierra Leone,SLE,1971,,,,,,,,,211.0,1971-01-01
8539,Somalia,SOM,1971,,,,,,,,,89.0,1971-01-01
8839,Spain,ESP,1971,,,,,,,,,22.0,1971-01-01
9054,Sweden,SWE,1971,,,,,,,,,4.0,1971-01-01
9148,Syria,SYR,1971,,,,,,,,,5.0,1971-01-01
9380,Togo,TGO,1971,,,,,,,,,335.0,1971-01-01
9721,Uganda,UGA,1971,,,,,,,,,757.0,1971-01-01
9856,United Kingdom,GBR,1971,,,,,,,,,3.0,1971-01-01
10163,Vietnam,VNM,1971,,,,,,,,,270.0,1971-01-01
10367,World,OWID_WRL,1971,,,,,,,,52806.0,176058.0,1971-01-01
10420,Yemen,YEM,1971,,,,,,,,,190.0,1971-01-01
88,Africa,,1972,,,,,,,,,5137.0,1972-01-01
214,Algeria,DZA,1972,,,,,,,,,646.0,1972-01-01
380,Angola,AGO,1972,,,,,,,,,268.0,1972-01-01
537,Asia,,1972,,,,,,,,,75064.0,1972-01-01
630,Australia,AUS,1972,,,,,,,,,40.0,1972-01-01
807,Bahrain,BHR,1972,,,,,,,,,74.0,1972-01-01
876,Bangladesh,BGD,1972,,,,,,,,,1059.0,1972-01-01
1101,Benin,BEN,1972,,,,,,,,,250.0,1972-01-01
1487,Burkina Faso,BFA,1972,,,,,,,,,1.0,1972-01-01
1640,Cameroon,CMR,1972,,,,,,,,,362.0,1972-01-01
1823,Chad,TCD,1972,,,,,,,,,9.0,1972-01-01
2487,Djibouti,DJI,1972,,,,,,,,,8.0,1972-01-01
3141,Europe,,1972,,,,,,,,,4.0,1972-01-01
3549,Germany,DEU,1972,,,,,,,,,2.0,1972-01-01
3600,Ghana,GHA,1972,,,,,,,,,625.0,1972-01-01
4227,India,IND,1972,,,,,,,,,20435.0,1972-01-01
4289,Indonesia,IDN,1972,,,,,,,,,44383.0,1972-01-01
4346,Iran,IRN,1972,,,,,,,,,322.0,1972-01-01
4488,Israel,ISR,1972,,,,,,,,,11.0,1972-01-01
4765,Kenya,KEN,1972,,,,,,,,,51.0,1972-01-01
5160,Liberia,LBR,1972,,,,,,,,,947.0,1972-01-01
5521,Malaysia,MYS,1972,,,,,,,,,864.0,1972-01-01
5618,Mali,MLI,1972,,,,,,,,,2.0,1972-01-01
5751,Mauritania,MRT,1972,,,,,,,,,148.0,1972-01-01
6158,Morocco,MAR,1972,,,,,,,,,7.0,1972-01-01
6274,Myanmar,MMR,1972,,,,,,,,,180.0,1972-01-01
6419,Nepal,NPL,1972,,,,,,,,,1.0,1972-01-01
6517,New Zealand,NZL,1972,,,,,,,,,3.0,1972-01-01
6606,Niger,NER,1972,,,,,,,,,51.0,1972-01-01
6654,Nigeria,NGA,1972,,,,,,,,,1363.0,1972-01-01
6989,Oceania,,1972,,,,,,,,,43.0,1972-01-01
7425,Philippines,PHL,1972,,,,,,,,,5601.0,1972-01-01
8089,Saudi Arabia,SAU,1972,,,,,,,,,303.0,1972-01-01
8169,Senegal,SEN,1972,,,,,,,,,379.0,1972-01-01
8359,Singapore,SGP,1972,,,,,,,,,114.0,1972-01-01
9149,Syria,SYR,1972,,,,,,,,,505.0,1972-01-01
9381,Togo,TGO,1972,,,,,,,,,16.0,1972-01-01
9545,Tunisia,TUN,1972,,,,,,,,,4.0,1972-01-01
9811,United Arab Emirates,ARE,1972,,,,,,,,,2.0,1972-01-01
9857,United Kingdom,GBR,1972,,,,,,,,,2.0,1972-01-01
10164,Vietnam,VNM,1972,,,,,,,,,146.0,1972-01-01
10368,World,OWID_WRL,1972,,,,,,,,65153.0,80248.0,1972-01-01
10421,Yemen,YEM,1972,,,,,,,,,1064.0,1972-01-01
89,Africa,,1973,,,,,,,,,6337.0,1973-01-01
215,Algeria,DZA,1973,,,,,,,,,605.0,1973-01-01
381,Angola,AGO,1973,,,,,,,,,263.0,1973-01-01
538,Asia,,1973,,,,,,,,,102148.0,1973-01-01
808,Bahrain,BHR,1973,,,,,,,,,37.0,1973-01-01
877,Bangladesh,BGD,1973,,,,,,,,,1969.0,1973-01-01
1102,Benin,BEN,1973,,,,,,,,,3.0,1973-01-01
1488,Burkina Faso,BFA,1973,,,,,,,,,1118.0,1973-01-01
1593,Cambodia,KHM,1973,,,,,,,,,159.0,1973-01-01
1641,Cameroon,CMR,1973,,,,,,,,,206.0,1973-01-01
3142,Europe,,1973,,,,,,,,,303.0,1973-01-01
3340,France,FRA,1973,,,,,,,,,4.0,1973-01-01
3550,Germany,DEU,1973,,,,,,,,,6.0,1973-01-01
3601,Ghana,GHA,1973,,,,,,,,,677.0,1973-01-01
4228,India,IND,1973,,,,,,,,,41611.0,1973-01-01
4290,Indonesia,IDN,1973,,,,,,,,,52042.0,1973-01-01
4347,Iran,IRN,1973,,,,,,,,,55.0,1973-01-01
4532,Italy,ITA,1973,,,,,,,,,278.0,1973-01-01
5161,Liberia,LBR,1973,,,,,,,,,1336.0,1973-01-01
5465,Malawi,MWI,1973,,,,,,,,,371.0,1973-01-01
5522,Malaysia,MYS,1973,,,,,,,,,369.0,1973-01-01
5619,Mali,MLI,1973,,,,,,,,,219.0,1973-01-01
5752,Mauritania,MRT,1973,,,,,,,,,150.0,1973-01-01
6203,Mozambique,MOZ,1973,,,,,,,,,453.0,1973-01-01
6275,Myanmar,MMR,1973,,,,,,,,,386.0,1973-01-01
6420,Nepal,NPL,1973,,,,,,,,,7.0,1973-01-01
6607,Niger,NER,1973,,,,,,,,,121.0,1973-01-01
6655,Nigeria,NGA,1973,,,,,,,,,157.0,1973-01-01
7426,Philippines,PHL,1973,,,,,,,,,2840.0,1973-01-01
8360,Singapore,SGP,1973,,,,,,,,,1.0,1973-01-01
8583,South Africa,ZAF,1973,,,,,,,,,1.0,1973-01-01
8887,Sri Lanka,LKA,1973,,,,,,,,,118.0,1973-01-01
9055,Sweden,SWE,1973,,,,,,,,,10.0,1973-01-01
9329,Thailand,THA,1973,,,,,,,,,844.0,1973-01-01
9546,Tunisia,TUN,1973,,,,,,,,,656.0,1973-01-01
9858,United Kingdom,GBR,1973,,,,,,,,,5.0,1973-01-01
10165,Vietnam,VNM,1973,,,,,,,,,1495.0,1973-01-01
10369,World,OWID_WRL,1973,,,,,,,,135859.0,108788.0,1973-01-01
10422,Yemen,YEM,1973,,,,,,,,,215.0,1973-01-01
