,Entity,Code,Year,yaws,polio,guinea worm,rabies,malaria,hiv/aids,tuberculosis,smallpox,cholera,date
6741,North America (WB),,1993,,,,2.6529872,0.0,52133.402,21101.941,,,1993-01-01
6808,North Korea,PRK,1993,,,0.0,18.689556,0.0,312.29996,33360.33,,,1993-01-01
6813,North Macedonia,MKD,1993,,0.0,0.0,0.0094215,0.0,2.4230893,537.2404,,,1993-01-01
6857,Northern Ireland,,1993,,,,0.003587472,0.0,48.84325,103.83402,,,1993-01-01
6887,Northern Mariana Islands,MNP,1993,,,,0.0031415077,0.0,0.74608064,43.1676,,,1993-01-01
6927,Norway,NOR,1993,,0.0,0.0,0.15534598,0.0,231.73091,431.66623,,,1993-01-01
6960,OECD Countries,,1993,,,,41.94319,105451.3,86688.5,229546.08,,,1993-01-01
7003,Oceania,,1993,,,,,,,,,5.0,1993-01-01
7041,Oman,OMN,1993,,14.0,0.0,0.0009097391,2024.5942,31.775372,627.378,,,1993-01-01
7085,Pakistan,PAK,1993,,12621.0,2.0,1819.6658,4875684.5,530.01074,466817.47,,12092.0,1993-01-01
7137,Palau,PLW,1993,,0.0,0.0,0.04597581,0.0,0.3138472,7.3259473,,,1993-01-01
7190,Palestine,PSE,1993,,,,0.006070048,0.0,4.878251,273.6215,,,1993-01-01
7211,Panama,PAN,1993,,0.0,0.0,0.0018506873,2378.2437,1068.0688,1027.1317,,42.0,1993-01-01
7263,Papua New Guinea,PNG,1993,,0.0,0.0,0.67699707,1354535.0,727.04565,6626.905,,,1993-01-01
7298,Paraguay,PRY,1993,,0.0,0.0,1.8496997,3871.459,184.79247,1601.1272,,3.0,1993-01-01
7341,Peru,PER,1993,,0.0,0.0,5.429872,467185.9,2363.581,51316.6,,72404.0,1993-01-01
7384,Philippines,PHL,1993,,105.0,0.0,796.3408,202495.55,2692.1575,164864.83,,708.0,1993-01-01
7446,Poland,POL,1993,,0.0,0.0,1.1673483,0.0,605.5573,12281.043,,,1993-01-01
7489,Portugal,PRT,1993,,0.0,0.0,0.029842451,0.0,2931.9834,3058.0408,,,1993-01-01
7525,Puerto Rico,PRI,1993,,,,0.0030630333,0.0,1015.1335,239.58566,,,1993-01-01
7565,Qatar,QAT,1993,,0.0,0.0,0.31192327,0.0,5.13103,155.50037,,,1993-01-01
7598,Region of the Americas (WHO),,1993,,,,122.39536,4925043.5,143979.66,240382.78,,,1993-01-01
7652,Romania,ROU,1993,,70.0,0.0,3.884032,0.0,454.49265,14111.406,,15.0,1993-01-01
7684,Russia,RUS,1993,,21.0,0.0,8.923228,0.0,5797.6685,186625.72,,23.0,1993-01-01
7741,Rwanda,RWA,1993,,28.0,0.0,55.71916,1285434.5,27813.166,16898.963,,568.0,1993-01-01
7800,Saint Kitts and Nevis,KNA,1993,,0.0,0.0,0.0031301952,0.0,15.111213,15.183567,,,1993-01-01
7843,Saint Lucia,LCA,1993,,0.0,0.0,0.0047879964,0.0,20.841742,32.74024,,,1993-01-01
7886,Saint Vincent and the Grenadines,VCT,1993,,0.0,0.0,0.004084385,0.0,58.069965,27.740545,,,1993-01-01
7929,Samoa,WSM,1993,,0.0,0.0,0.017443737,0.0,7.8793178,86.15701,,,1993-01-01
7972,San Marino,SMR,1993,,0.0,0.0,0.0042752586,0.0,0.55253965,2.2005987,,,1993-01-01
8015,Sao Tome and Principe,STP,1993,,0.0,0.0,0.46247992,19555.084,1.5528448,126.004776,,,1993-01-01
8058,Saudi Arabia,SAU,1993,,14.0,0.0,1.8531182,15646.592,300.75198,12861.82,,,1993-01-01
8098,Scotland,,1993,,,,0.010926329,0.0,614.2988,481.8515,,,1993-01-01
8138,Senegal,SEN,1993,,14.0,815.0,72.67596,1324329.8,5280.323,15889.094,,,1993-01-01
8185,Serbia,SRB,1993,,42.0,0.0,0.14389317,0.0,38.33954,1821.8076,,,1993-01-01
8235,Seychelles,SYC,1993,,0.0,0.0,0.0012090635,0.0,7.381242,23.366745,,,1993-01-01
8278,Sierra Leone,SLE,1993,,35.0,0.0,25.418732,1707066.8,2646.0947,9321.884,,,1993-01-01
8323,Singapore,SGP,1993,,0.0,0.0,,,,,,24.0,1993-01-01
8368,Slovakia,SVK,1993,,0.0,0.0,0.022377925,0.0,8.30431,558.81854,,,1993-01-01
8411,Slovenia,SVN,1993,,0.0,0.0,0.008602574,0.0,11.475554,322.7131,,,1993-01-01
8471,Solomon Islands,SLB,1993,,0.0,0.0,0.044359047,79199.195,19.90691,142.12074,,,1993-01-01
8532,Somalia,SOM,1993,,,0.0,73.2186,1627814.5,4074.6484,29960.465,,,1993-01-01
8553,South Africa,ZAF,1993,,0.0,0.0,23.522877,100591.43,255651.92,140594.02,,78.0,1993-01-01
8588,South America,,1993,,,,,,,,,151673.0,1993-01-01
8608,South Asia (WB),,1993,,,,15322.277,52510820.0,135316.02,3624561.0,,,1993-01-01
8646,South Korea,KOR,1993,,0.0,0.0,,,,,,5.0,1993-01-01
8707,South Sudan,SSD,1993,,,0.0,42.699886,2372840.5,6582.0317,17514.584,,,1993-01-01
8738,South-East Asia,,1993,,31892.0,,,,,,,,1993-01-01
8769,South-East Asia Region (WHO),,1993,,,,15326.658,50092950.0,220486.44,4111743.0,,,1993-01-01
8809,Spain,ESP,1993,,0.0,0.0,0.011903673,0.0,3924.6477,6755.2715,,3.0,1993-01-01
8857,Sri Lanka,LKA,1993,,105.0,0.0,170.46265,444299.38,135.73547,6322.4434,,1.0,1993-01-01
8897,Sub-Saharan Africa (WB),,1993,,,,4431.948,176750770.0,2385647.2,1500070.5,,,1993-01-01
8937,Sudan,SDN,1993,,1764.0,2984.0,2.5204053,2469111.8,4410.944,11521.552,,,1993-01-01
8981,Suriname,SUR,1993,,0.0,0.0,0.03142489,20165.455,188.16531,64.96652,,,1993-01-01
9024,Sweden,SWE,1993,,0.0,0.0,0.014060384,0.0,151.3373,886.89,,,1993-01-01
9072,Switzerland,CHE,1993,,0.0,0.0,0.044858042,0.0,850.5995,698.3831,,2.0,1993-01-01
9117,Syria,SYR,1993,,0.0,0.0,1.963247,1153.0271,27.228222,2765.3467,,,1993-01-01
9157,Taiwan,TWN,1993,,,,0.027611786,0.0,555.2762,12497.24,,,1993-01-01
9187,Tajikistan,TJK,1993,,98.0,0.0,0.269691,866778.44,128.60197,3243.7148,,165.0,1993-01-01
9241,Tanzania,TZA,1993,,7.0,0.0,180.5473,10146465.0,206990.33,87818.97,,792.0,1993-01-01
9288,Thailand,THA,1993,,49.0,0.0,26.689394,415807.84,68888.86,142478.56,,,1993-01-01
9353,Togo,TGO,1993,,14.0,10349.0,25.164461,1923010.9,14002.865,8083.1113,,19.0,1993-01-01
9388,Tokelau,TKL,1993,,,,0.00018713671,0.0,0.026495561,0.86543286,,,1993-01-01
9428,Tonga,TON,1993,,0.0,0.0,0.005805126,0.0,1.6409262,31.30675,,,1993-01-01
9471,Trinidad and Tobago,TTO,1993,,0.0,0.0,0.0014985987,0.0,627.1602,176.846,,,1993-01-01
9514,Tunisia,TUN,1993,,0.0,0.0,0.380572,0.0,55.00532,2477.9734,,,1993-01-01
9560,Turkey,TUR,1993,,168.0,0.0,5.491308,17176.354,87.068245,28770.54,,,1993-01-01
9594,Turkmenistan,TKM,1993,,14.0,0.0,10.671329,0.0,271.20245,2323.8293,,,1993-01-01
9648,Tuvalu,TUV,1993,,0.0,0.0,0.0014572878,0.0,0.15927704,6.6689897,,,1993-01-01
9718,Uganda,UGA,1993,,,42852.0,83.2721,9615288.0,127716.41,37551.6,,,1993-01-01
9727,Ukraine,UKR,1993,,35.0,0.0,5.1444874,0.0,5616.4473,39149.508,,,1993-01-01
9780,United Arab Emirates,ARE,1993,,0.0,0.0,0.092944995,0.0,16.464422,743.35077,,,1993-01-01
9825,United Kingdom,GBR,1993,,7.0,0.0,0.110617734,0.0,1990.5317,9647.68,,13.0,1993-01-01
9876,United States,USA,1993,,0.0,0.0,2.4763682,0.0,49924.28,19342.357,,19.0,1993-01-01
9909,United States Virgin Islands,VIR,1993,,,,0.0019040479,0.0,18.8254,10.010652,,,1993-01-01
9949,Uruguay,URY,1993,,0.0,0.0,0.0036109905,0.0,435.37064,748.14325,,,1993-01-01
9981,Uzbekistan,UZB,1993,,476.0,0.0,23.259283,0.5195056,421.27292,17647.922,,,1993-01-01
10042,Vanuatu,VUT,1993,,0.0,0.0,0.016254703,44523.055,8.418609,98.826225,,,1993-01-01
10078,Venezuela,VEN,1993,,0.0,0.0,1.6229677,77983.01,3424.2617,6016.003,,409.0,1993-01-01
10121,Vietnam,VNM,1993,,3164.0,0.0,209.46306,167323.44,4929.399,113094.516,,3361.0,1993-01-01
10175,Wales,,1993,,,,0.005497735,0.0,156.68242,227.75261,,,1993-01-01
10215,Western Pacific,,1993,,8855.0,,,,,,,,1993-01-01
10246,Western Pacific Region (WHO),,1993,,,,2141.9363,2742640.2,46200.477,1593715.1,,,1993-01-01
10295,World,OWID_WRL,1993,,73500.0,229773.0,24127.453,243262320.0,2838687.5,8472816.0,0.0,380714.0,1993-01-01
10389,Yemen,YEM,1993,,406.0,0.0,1.605729,1579778.2,201.79324,6791.4062,,,1993-01-01
10441,Zambia,ZMB,1993,,2590.0,0.0,29.657084,3419982.5,114620.05,25498.26,,6766.0,1993-01-01
10487,Zimbabwe,ZWE,1993,,0.0,0.0,14.832646,920104.44,238836.08,34359.305,,5385.0,1993-01-01
39,Afghanistan,AFG,1994,,,0.0,2.9899871,818779.5,133.06308,21658.172,,38735.0,1994-01-01
59,Africa,,1994,,11158.0,,,,,,,162413.0,1994-01-01
101,African Region (WHO),,1994,,,,4400.228,177230720.0,2503192.8,1492668.4,,,1994-01-01
141,Albania,ALB,1994,,0.0,0.0,0.023829417,0.0,3.6294198,195.05692,,626.0,1994-01-01
184,Algeria,DZA,1994,,28.0,0.0,1.7383995,979.4008,198.84825,9237.549,,118.0,1994-01-01
226,American Samoa,ASM,1994,,,,0.0037273453,0.0,0.66909015,7.9707327,,,1994-01-01
266,Americas,,1994,,0.0,,,,,,,,1994-01-01
329,Andorra,AND,1994,,,0.0,6.366155e-05,0.0,5.0183835,4.2037125,,,1994-01-01
349,Angola,AGO,1994,,378.0,0.0,15.794446,3894744.0,8285.543,35081.34,,3443.0,1994-01-01
399,Antigua and Barbuda,ATG,1994,,0.0,0.0,0.0011075264,0.0,16.304415,20.824245,,,1994-01-01
442,Argentina,ARG,1994,,0.0,0.0,0.7994036,1186.8014,5499.325,6298.851,,889.0,1994-01-01
474,Armenia,ARM,1994,,35.0,0.0,13.24786,0.0,2.1334276,1281.5264,,,1994-01-01
559,Asia,,1994,,,,,,,,,106588.0,1994-01-01
601,Australia,AUS,1994,,0.0,0.0,0.013184941,0.0,970.4855,1350.5972,,3.0,1994-01-01
648,Austria,AUT,1994,,0.0,0.0,0.00541193,0.0,393.3486,1004.01465,,1.0,1994-01-01
680,Azerbaijan,AZE,1994,,112.0,0.0,15.207784,14208.158,63.710827,6029.7896,,18.0,1994-01-01
734,Bahamas,BHS,1994,,0.0,0.0,0.001429142,0.0,295.05612,50.89464,,,1994-01-01
777,Bahrain,BHR,1994,,0.0,0.0,0.0047784573,0.0,13.012018,191.77028,,,1994-01-01
825,Bangladesh,BGD,1994,,2023.0,0.0,1715.1091,1970568.0,67.82152,361107.53,,562.0,1994-01-01
898,Barbados,BRB,1994,,0.0,0.0,0.005141724,0.0,83.48273,28.31678,,,1994-01-01
930,Belarus,BLR,1994,,14.0,0.0,19.221846,0.0,215.19698,5685.8037,,3.0,1994-01-01
984,Belgium,BEL,1994,,0.0,0.0,0.009454718,0.0,1125.1593,1121.1691,,1.0,1994-01-01
1027,Belize,BLZ,1994,,0.0,0.0,0.00322754,4733.31,78.01147,72.79789,,6.0,1994-01-01
1072,Benin,BEN,1994,,399.0,4302.0,39.310184,2426459.5,9423.16,9682.82,,187.0,1994-01-01
1112,Bermuda,BMU,1994,,,,0.0056042094,0.0,17.452785,20.992361,,,1994-01-01
1151,Bhutan,BTN,1994,,0.0,0.0,3.9559896,96805.984,22.808584,1427.4858,,,1994-01-01
1195,Bolivia,BOL,1994,,0.0,0.0,4.6754518,373978.34,792.9892,13411.01,,2710.0,1994-01-01
1227,Bosnia and Herzegovina,BIH,1994,,0.0,0.0,1.4178592,0.0,4.7262645,1193.0165,,,1994-01-01
1281,Botswana,BWA,1994,,0.0,0.0,1.189696,2748.7778,34763.84,6207.6313,,,1994-01-01
1324,Brazil,BRA,1994,,0.0,0.0,36.56222,1939571.8,29024.24,71317.95,,49455.0,1994-01-01
1367,Brunei,BRN,1994,,0.0,0.0,0.09763266,0.0,7.6222715,156.62827,,,1994-01-01
1413,Bulgaria,BGR,1994,,0.0,0.0,0.017699402,0.0,111.50685,2177.7693,,,1994-01-01
1456,Burkina Faso,BFA,1994,,35.0,6861.0,109.674194,6279639.5,18846.455,18984.023,,,1994-01-01
1506,Burundi,BDI,1994,,301.0,0.0,40.483334,2749876.8,28945.924,26717.982,,562.0,1994-01-01
1551,Cambodia,KHM,1994,,2079.0,0.0,134.10736,288857.3,21784.418,45297.88,,3085.0,1994-01-01
1617,Cameroon,CMR,1994,,84.0,30.0,59.240154,4870639.0,49551.484,21878.342,,527.0,1994-01-01
1661,Canada,CAN,1994,,0.0,0.0,0.1330147,0.0,2091.8704,1731.6238,,2.0,1994-01-01
1704,Cape Verde,CPV,1994,,0.0,0.0,1.3111235,5.500952,312.0417,635.6264,,128.0,1994-01-01
1752,Central African Republic,CAF,1994,,224.0,0.0,3.338784,1450381.6,19148.164,15440.445,,,1994-01-01
1783,Chad,TCD,1994,,0.0,640.0,92.38362,1713585.9,10936.208,14269.016,,1094.0,1994-01-01
1839,Chile,CHL,1994,,0.0,0.0,0.014912684,0.0,1088.2618,3031.065,,1.0,1994-01-01
1882,China,CHN,1994,,1827.0,0.0,864.869,232421.7,18266.117,1132661.6,,34877.0,1994-01-01
1930,Colombia,COL,1994,,0.0,0.0,1.9722714,835698.3,3982.9038,10113.164,,996.0,1994-01-01
1973,Comoros,COM,1994,,0.0,0.0,2.1045446,144447.52,0.40747672,1640.9283,,,1994-01-01
2020,Congo,COG,1994,,0.0,0.0,1.0673493,1122592.6,9236.48,6795.1504,,,1994-01-01
2063,Cook Islands,COK,1994,,0.0,0.0,0.00016083688,0.0,0.40686104,4.150234,,,1994-01-01
2106,Costa Rica,CRI,1994,,0.0,0.0,0.24671154,17294.8,219.2481,504.14392,,38.0,1994-01-01
2153,Cote d'Ivoire,CIV,1994,,14.0,5061.0,97.81681,7729794.0,112940.33,25847.227,,1108.0,1994-01-01
2184,Croatia,HRV,1994,,0.0,0.0,0.027786817,0.0,44.657806,1342.1486,,,1994-01-01
2238,Cuba,CUB,1994,,0.0,0.0,0.77773935,0.0,202.19205,1338.1282,,,1994-01-01
2281,Cyprus,CYP,1994,,0.0,0.0,0.004635385,0.0,5.285927,53.872387,,,1994-01-01
2313,Czechia,CZE,1994,,0.0,0.0,0.011322872,0.0,35.06075,1237.663,,,1994-01-01
2368,Democratic Republic of Congo,COD,1994,,693.0,0.0,37.972683,21159384.0,76467.65,121791.54,,58057.0,1994-01-01
2413,Denmark,DNK,1994,,0.0,0.0,0.038852092,0.0,271.94818,465.48,,2.0,1994-01-01
2452,Djibouti,DJI,1994,,0.0,0.0,2.957909,4188.7324,872.65063,1727.6888,,1122.0,1994-01-01
2505,Dominica,DMA,1994,,0.0,0.0,0.0023098725,0.0,14.955061,25.864122,,,1994-01-01
2548,Dominican Republic,DOM,1994,,0.0,0.0,0.77612185,4702.4673,7088.43,4271.111,,,1994-01-01
2581,East Asia & Pacific (WB),,1994,,,,3828.114,5863554.0,136457.17,2494511.2,,,1994-01-01
2640,East Timor,TLS,1994,,,0.0,7.065795,116036.51,450.90857,947.1996,,,1994-01-01
2664,Eastern Mediterranean,,1994,,7105.0,,,,,,,,1994-01-01
2695,Eastern Mediterranean Region (WHO),,1994,,,,2071.3865,11548725.0,14111.945,645494.94,,,1994-01-01
2735,Ecuador,ECU,1994,,0.0,0.0,13.720786,75360.1,635.02435,10028.235,,1785.0,1994-01-01
2778,Egypt,EGY,1994,,840.0,0.0,99.519844,0.0,139.17735,11970.545,,,1994-01-01
2821,El Salvador,SLV,1994,,0.0,0.0,1.9038283,11309.513,1072.7089,1220.6215,,11745.0,1994-01-01
2854,England,,1994,,,,0.092039414,0.0,1218.1031,8654.115,,,1994-01-01
2890,Equatorial Guinea,GNQ,1994,,0.0,0.0,0.61632234,209542.81,929.58954,1448.2811,,,1994-01-01
2923,Eritrea,ERI,1994,,161.0,0.0,18.390778,121276.24,7564.6323,17725.973,,,1994-01-01
2969,Estonia,EST,1994,,0.0,0.0,0.021444356,0.0,7.297233,694.1266,,,1994-01-01
3022,Eswatini,SWZ,1994,,0.0,0.0,0.9512933,6663.066,13614.727,3274.4558,,,1994-01-01
3067,Ethiopia,ETH,1994,,392.0,1252.0,1249.1648,1457927.5,242397.44,186377.84,,,1994-01-01
3112,Europe,,1994,,1673.0,,,,,,,2630.0,1994-01-01
3153,Europe & Central Asia (WB),,1994,,,,134.01233,571916.5,35861.773,423492.0,,,1994-01-01
3183,European Region (WHO),,1994,,,,134.05145,571916.5,36109.75,424451.38,,,1994-01-01
3223,Fiji,FJI,1994,,0.0,0.0,0.022769926,0.0,20.155148,262.19168,,,1994-01-01
3266,Finland,FIN,1994,,0.0,0.0,0.02330078,0.0,35.40961,510.9528,,2.0,1994-01-01
3309,France,FRA,1994,,0.0,0.0,1.151635,0.0,2306.186,7477.1616,,4.0,1994-01-01
3349,G20,,1994,,,,11978.477,46107636.0,674441.7,5096047.5,,,1994-01-01
3413,Gabon,GAB,1994,,,0.0,0.38302422,466027.8,3679.4739,3149.577,,,1994-01-01
3432,Gambia,GMB,1994,,0.0,0.0,5.602377,182594.23,1245.1144,3215.3545,,1.0,1994-01-01
3465,Georgia,GEO,1994,,0.0,0.0,7.6930637,0.0,8.453095,2729.3433,,,1994-01-01
3519,Germany,DEU,1994,,0.0,0.0,0.7879128,0.0,3085.932,8796.229,,5.0,1994-01-01
3578,Ghana,GHA,1994,,259.0,8432.0,179.19383,7902486.0,36053.84,36097.348,,2267.0,1994-01-01
3622,Greece,GRC,1994,,7.0,0.0,0.016456489,0.0,86.5831,850.38116,,,1994-01-01
3665,Greenland,GRL,1994,,,0.0,0.0018185764,0.0,6.0660744,21.689661,,,1994-01-01
3708,Grenada,GRD,1994,,0.0,0.0,0.0018208281,0.0,14.854398,16.93935,,,1994-01-01
3741,Guam,GUM,1994,,,,0.0010738879,0.0,6.2715855,69.69662,,,1994-01-01
3781,Guatemala,GTM,1994,,0.0,0.0,7.8747964,161661.05,778.5638,2388.0857,,5282.0,1994-01-01
3824,Guinea,GIN,1994,,322.0,0.0,69.60539,3423773.8,6149.0713,13461.318,,31415.0,1994-01-01
3868,Guinea-Bissau,GNB,1994,,0.0,0.0,9.401888,548914.1,2099.082,1903.835,,15296.0,1994-01-01
3911,Guyana,GUY,1994,,0.0,0.0,0.0020328776,181415.81,528.6406,321.90094,,,1994-01-01
3954,Haiti,HTI,1994,,0.0,0.0,1.5932035,126317.05,22218.297,7767.8237,,,1994-01-01
3987,High Income (WB),,1994,,,,11.7453165,28990.398,62340.18,203138.31,,,1994-01-01
4027,Honduras,HND,1994,,0.0,0.0,0.8322142,264824.88,317.23102,1629.5945,,5049.0,1994-01-01
4090,Hungary,HUN,1994,,0.0,0.0,0.17070085,0.0,117.4207,1867.1726,,,1994-01-01
4133,Iceland,ISL,1994,,0.0,0.0,0.009781704,0.0,5.7475424,25.456497,,,1994-01-01
4176,India,IND,1994,,33537.0,371.0,10590.986,41761504.0,191359.11,2692812.2,,4973.0,1994-01-01
4258,Indonesia,IDN,1994,,70.0,0.0,411.1801,1986439.2,1800.8508,608487.9,,47.0,1994-01-01
4311,Iran,IRN,1994,,651.0,0.0,4.869583,239819.84,184.7463,10065.66,,15.0,1994-01-01
4368,Iraq,IRQ,1994,,441.0,0.0,22.898924,2944.9512,38.82239,14029.993,,838.0,1994-01-01
4414,Ireland,IRL,1994,,0.0,0.0,0.003670246,0.0,66.52711,410.86356,,,1994-01-01
4457,Israel,ISR,1994,,0.0,0.0,0.028103903,0.0,244.48528,405.2341,,,1994-01-01
4503,Italy,ITA,1994,,0.0,0.0,0.1859764,0.0,1943.3766,8309.107,,12.0,1994-01-01
4550,Jamaica,JAM,1994,,0.0,0.0,0.005148498,0.0,910.20026,182.95648,,,1994-01-01
4593,Japan,JPN,1994,,0.0,0.0,0.56649905,0.0,1009.00714,33495.746,,91.0,1994-01-01
4645,Jordan,JOR,1994,,28.0,0.0,0.0075441906,0.0,12.003689,450.32828,,,1994-01-01
4681,Kazakhstan,KAZ,1994,,21.0,0.0,9.048123,0.0,452.1981,20084.074,,3.0,1994-01-01
4735,Kenya,KEN,1994,,756.0,53.0,51.584072,6455266.0,269843.44,58060.023,,880.0,1994-01-01
4786,Kiribati,KIR,1994,,0.0,0.0,0.008213056,0.0,1.6177417,152.91365,,,1994-01-01
4831,Kuwait,KWT,1994,,0.0,0.0,0.016368303,0.0,5.9725504,510.91113,,,1994-01-01
4869,Kyrgyzstan,KGZ,1994,,0.0,0.0,2.8007026,0.0,115.735855,4066.4128,,4.0,1994-01-01
4922,Laos,LAO,1994,,42.0,0.0,51.57272,138052.97,58.257816,8248.005,,9660.0,1994-01-01
4958,Latin America & Caribbean (WB),,1994,,,,101.282524,4795059.0,92931.31,220662.17,,,1994-01-01
4987,Latvia,LVA,1994,,0.0,0.0,0.2702338,0.0,119.14931,1469.1267,,,1994-01-01
5038,Lebanon,LBN,1994,,14.0,0.0,0.12337451,0.0,89.89557,902.29614,,3.0,1994-01-01
5086,Lesotho,LSO,1994,,0.0,0.0,2.1771598,0.0,30093.111,7783.8154,,,1994-01-01
5127,Liberia,LBR,1994,,42.0,0.0,13.2936735,1029761.3,3099.0435,4963.396,,764.0,1994-01-01
5182,Libya,LBY,1994,,0.0,0.0,0.12916915,0.0,35.093674,968.6803,,,1994-01-01
5215,Lithuania,LTU,1994,,0.0,0.0,0.097823404,0.0,88.64164,2438.4004,,,1994-01-01
5259,Low Income (WB),,1994,,,,3786.8625,98424210.0,1306535.1,998705.94,,,1994-01-01
5289,Lower Middle Income (WB),,1994,,,,19059.443,140289550.0,1071219.1,5276689.0,,,1994-01-01
5329,Luxembourg,LUX,1994,,0.0,0.0,0.0100484295,0.0,22.186752,40.350464,,,1994-01-01
5392,Madagascar,MDG,1994,,77.0,0.0,63.11832,3093538.8,580.709,51456.918,,,1994-01-01
5436,Malawi,MWI,1994,,0.0,0.0,47.677,4313171.5,126020.71,31780.244,,107.0,1994-01-01
5483,Malaysia,MYS,1994,,0.0,0.0,0.22169048,179281.34,2486.476,21898.85,,534.0,1994-01-01
5543,Maldives,MDV,1994,,0.0,0.0,0.03008835,0.0,0.5013094,128.394,,,1994-01-01
5587,Mali,MLI,1994,,133.0,5581.0,121.03741,4650053.5,11171.487,17939.64,,,1994-01-01
5635,Malta,MLT,1994,,0.0,0.0,0.0038717873,0.0,6.854523,39.866947,,,1994-01-01
5678,Marshall Islands,MHL,1994,,0.0,0.0,0.0034510498,0.0,2.4967284,64.24658,,,1994-01-01
5721,Mauritania,MRT,1994,,98.0,5029.0,13.979585,283267.06,42.332314,2741.6697,,,1994-01-01
5767,Mauritius,MUS,1994,,0.0,0.0,0.027377838,0.0,11.731338,153.57686,,,1994-01-01
5810,Mexico,MEX,1994,,0.0,0.0,21.452486,45370.242,7909.4136,24929.092,,4059.0,1994-01-01
5845,Micronesia (country),FSM,1994,,0.0,0.0,0.011028194,0.0,5.836997,73.26938,,,1994-01-01
5886,Middle East & North Africa (WB),,1994,,,,140.98537,1796415.2,3278.6167,115003.805,,,1994-01-01
5916,Middle Income (WB),,1994,,,,1108.3412,5551055.5,567687.44,1958063.8,,,1994-01-01
5945,Moldova,MDA,1994,,0.0,0.0,0.33247522,0.0,147.19067,3247.497,,8.0,1994-01-01
5998,Monaco,MCO,1994,,0.0,0.0,0.0009379272,0.0,0.52054363,6.437989,,,1994-01-01
6041,Mongolia,MNG,1994,,0.0,0.0,0.37330085,0.0,6.227868,2872.1936,,,1994-01-01
6100,Montenegro,MNE,1994,,,0.0,0.00085246743,0.0,4.874147,64.94614,,,1994-01-01
6128,Morocco,MAR,1994,,0.0,0.0,2.5757904,547.1704,735.07635,37730.098,,6.0,1994-01-01
6174,Mozambique,MOZ,1994,,0.0,0.0,143.75049,7583992.5,75698.44,44217.004,,692.0,1994-01-01
6223,Myanmar,MMR,1994,,189.0,0.0,1310.8229,712359.2,15866.426,152604.86,,421.0,1994-01-01
6286,Namibia,NAM,1994,,28.0,0.0,1.1041276,143105.25,16740.143,6880.701,,,1994-01-01
6337,Nauru,NRU,1994,,0.0,0.0,0.00076400995,0.0,0.22133146,6.388292,,,1994-01-01
6383,Nepal,NPL,1994,,14.0,0.0,953.1314,67737.62,282.10663,76206.06,,32.0,1994-01-01
6441,Netherlands,NLD,1994,,0.0,0.0,0.096551485,0.0,616.9761,1243.4268,,1.0,1994-01-01
6488,New Zealand,NZL,1994,,0.0,0.0,0.008099562,0.0,40.732384,542.1769,,2.0,1994-01-01
6532,Nicaragua,NIC,1994,,0.0,0.0,0.026940402,231588.67,132.34898,1621.1721,,7821.0,1994-01-01
6575,Niger,NER,1994,,434.0,18562.0,166.3765,3260794.5,6659.492,17287.842,,732.0,1994-01-01
6623,Nigeria,NGA,1994,,3514.0,39774.0,1182.7799,44822910.0,169215.03,275223.9,,2859.0,1994-01-01
6675,Niue,NIU,1994,,0.0,0.0,0.00026898706,0.0,0.04466831,1.0888927,,,1994-01-01
6711,North America,,1994,,,,,,,,,34049.0,1994-01-01
6742,North America (WB),,1994,,,,2.7763107,0.0,33117.45,20435.74,,,1994-01-01
6781,North Korea,PRK,1994,,0.0,0.0,18.96764,0.0,441.5531,33520.426,,,1994-01-01
6814,North Macedonia,MKD,1994,,0.0,0.0,0.008977375,0.0,2.703061,535.945,,,1994-01-01
6858,Northern Ireland,,1994,,,,0.0035675338,0.0,59.97819,101.87202,,,1994-01-01
6888,Northern Mariana Islands,MNP,1994,,,,0.00306445,0.0,0.83770704,41.74178,,,1994-01-01
6928,Norway,NOR,1994,,0.0,0.0,0.16356215,0.0,209.86737,422.9814,,,1994-01-01
6961,OECD Countries,,1994,,,,36.17139,75312.664,65699.54,225894.16,,,1994-01-01
7004,Oceania,,1994,,,,,,,,,5.0,1994-01-01
7042,Oman,OMN,1994,,0.0,0.0,0.00084694056,1490.8948,42.078804,607.31396,,,1994-01-01
7086,Pakistan,PAK,1994,,3689.0,0.0,1852.5027,4700136.5,511.9962,475833.88,,,1994-01-01
7138,Palau,PLW,1994,,0.0,0.0,0.04615191,0.0,0.38140374,7.5093503,,,1994-01-01
7191,Palestine,PSE,1994,,,,0.0059672184,0.0,5.4830766,268.2916,,,1994-01-01
7212,Panama,PAN,1994,,0.0,0.0,0.0017184005,2543.9124,886.9754,1022.217,,,1994-01-01
7264,Papua New Guinea,PNG,1994,,14.0,0.0,0.6919331,1406190.8,1342.8868,6704.327,,,1994-01-01
7299,Paraguay,PRY,1994,,0.0,0.0,1.8635694,3211.449,225.01096,1638.5437,,,1994-01-01
7342,Peru,PER,1994,,0.0,0.0,4.79065,429464.7,2811.4917,50112.137,,23887.0,1994-01-01
7385,Philippines,PHL,1994,,77.0,0.0,792.38226,185473.22,3563.5454,132618.31,,3340.0,1994-01-01
7447,Poland,POL,1994,,0.0,0.0,1.103284,0.0,684.4578,12211.053,,1.0,1994-01-01
7490,Portugal,PRT,1994,,0.0,0.0,0.028387057,0.0,3175.7244,3054.278,,1.0,1994-01-01
